timestamp,sensor1 [°C],sensor2 [°C],sensor3 [°C]
2020-06-26T09:38:02.326909,25.75,25.5625,25.5
2020-06-26T09:38:04.326806,25.75,25.5625,25.5625
2020-06-26T09:38:06.326877,25.75,25.5625,25.5625
2020-06-26T09:38:08.326732,25.75,25.5625,25.5625
2020-06-26T09:38:10.326907,25.75,25.5625,25.5625
2020-06-26T09:38:12.326840,25.75,25.625,25.5625
2020-06-26T09:38:14.326867,25.75,25.625,25.5625
2020-06-26T09:38:16.326743,25.75,25.5625,25.5625
2020-06-26T09:38:18.326891,25.75,25.5625,25.5625
2020-06-26T09:38:20.326645,25.75,25.5625,25.5625
2020-06-26T09:38:22.326817,25.8125,25.625,25.5625
2020-06-26T09:38:24.326933,25.8125,25.625,25.5625
2020-06-26T09:38:26.327034,25.8125,25.625,25.625
2020-06-26T09:38:28.326723,25.8125,25.625,25.5625
2020-06-26T09:38:30.326790,25.8125,25.625,25.625
2020-06-26T09:38:32.326760,25.8125,25.625,25.625
2020-06-26T09:38:34.326593,25.8125,25.625,25.625
2020-06-26T09:38:36.326838,25.8125,25.625,25.625
2020-06-26T09:38:38.327039,25.8125,25.625,25.625
2020-06-26T09:38:40.326802,25.8125,25.625,25.625
2020-06-26T09:38:42.326960,25.8125,25.625,25.625
2020-06-26T09:38:44.326842,25.8125,25.625,25.625
2020-06-26T09:38:46.326855,25.875,25.625,25.625
2020-06-26T09:38:48.326727,25.8125,25.6875,25.625
2020-06-26T09:38:50.326886,25.8125,25.6875,25.625
2020-06-26T09:38:52.326743,25.875,25.6875,25.6875
2020-06-26T09:38:54.327018,25.875,25.6875,25.625
2020-06-26T09:38:56.326731,25.875,25.6875,25.6875
2020-06-26T09:38:58.327051,25.875,25.6875,25.6875
2020-06-26T09:39:00.326765,25.875,25.6875,25.6875
2020-06-26T09:39:02.326886,25.875,25.6875,25.6875
2020-06-26T09:39:04.327284,25.875,25.6875,25.6875
2020-06-26T09:39:06.326926,25.875,25.6875,25.6875
2020-06-26T09:39:08.326689,25.875,25.6875,25.6875
2020-06-26T09:39:10.326945,25.875,25.6875,25.6875
2020-06-26T09:39:12.326877,25.875,25.6875,25.6875
2020-06-26T09:39:14.326941,25.9375,25.6875,25.6875
2020-06-26T09:39:16.326739,25.875,25.75,25.6875
2020-06-26T09:39:18.327106,25.875,25.75,25.75
2020-06-26T09:39:20.326958,25.9375,25.75,25.6875
2020-06-26T09:39:22.326773,25.9375,25.75,25.75
2020-06-26T09:39:24.326978,25.9375,25.75,25.6875
2020-06-26T09:39:26.326626,25.9375,25.75,25.75
2020-06-26T09:39:28.326873,25.9375,25.75,25.75
2020-06-26T09:39:30.327019,25.9375,25.75,25.6875
2020-06-26T09:39:32.326821,25.9375,25.75,25.75
2020-06-26T09:39:34.326953,25.9375,25.8125,25.75
2020-06-26T09:39:36.326658,25.9375,25.75,25.75
2020-06-26T09:39:38.326767,25.9375,25.75,25.75
2020-06-26T09:39:40.326884,25.9375,25.75,25.75
2020-06-26T09:39:42.326775,25.9375,25.8125,25.75
2020-06-26T09:39:44.327008,25.9375,25.75,25.75
2020-06-26T09:39:46.326870,26.0,25.8125,25.75
2020-06-26T09:39:48.327042,26.0,25.8125,25.8125
2020-06-26T09:39:50.326749,26.0,25.8125,25.75
2020-06-26T09:39:52.326631,26.0,25.8125,25.8125
2020-06-26T09:39:54.326761,26.0,25.8125,25.8125
2020-06-26T09:39:56.326721,26.0,25.8125,25.8125
2020-06-26T09:39:58.326829,26.0,25.8125,25.75
2020-06-26T09:40:00.326831,26.0,25.8125,25.8125
2020-06-26T09:40:02.327067,26.0,25.8125,25.8125
2020-06-26T09:40:04.326913,26.0625,25.8125,25.8125
2020-06-26T09:40:06.327031,26.0,25.8125,25.8125
2020-06-26T09:40:08.326767,26.0625,25.8125,25.8125
2020-06-26T09:40:10.326864,26.0,25.8125,25.8125
2020-06-26T09:40:12.326601,26.0625,25.875,25.8125
2020-06-26T09:40:14.326768,26.0,25.875,25.8125
2020-06-26T09:40:16.326794,26.0,25.875,25.8125
2020-06-26T09:40:18.326750,26.0,25.875,25.8125
2020-06-26T09:40:20.326975,26.0625,25.875,25.8125
2020-06-26T09:40:22.326906,26.0625,25.875,25.875
2020-06-26T09:40:24.326771,26.0625,25.875,25.875
2020-06-26T09:40:26.326801,26.0625,25.875,25.875
2020-06-26T09:40:28.326707,26.0625,25.875,25.875
2020-06-26T09:40:30.326845,26.0625,25.875,25.875
2020-06-26T09:40:32.326731,26.0625,25.875,25.875
2020-06-26T09:40:34.326931,26.0625,25.875,25.875
2020-06-26T09:40:36.326791,26.0625,25.875,25.875
2020-06-26T09:40:38.326957,26.0625,25.875,25.875
2020-06-26T09:40:40.326846,26.125,25.875,25.875
2020-06-26T09:40:42.326904,26.0625,25.9375,25.875
2020-06-26T09:40:44.326667,26.125,25.9375,25.875
2020-06-26T09:40:46.326815,26.125,25.9375,25.875
2020-06-26T09:40:48.326619,26.0625,25.9375,25.875
2020-06-26T09:40:50.326866,26.0625,25.9375,25.875
2020-06-26T09:40:52.326925,26.125,25.9375,25.875
2020-06-26T09:40:54.326807,26.125,25.9375,25.9375
2020-06-26T09:40:56.326729,26.125,25.9375,25.9375
2020-06-26T09:40:58.326748,26.125,25.9375,25.9375
2020-06-26T09:41:00.326738,26.125,25.9375,25.9375
2020-06-26T09:41:02.326741,26.125,25.9375,25.9375
2020-06-26T09:41:04.326940,26.125,25.9375,25.9375
2020-06-26T09:41:06.326695,26.125,25.9375,25.9375
2020-06-26T09:41:08.326825,26.125,25.9375,25.9375
2020-06-26T09:41:10.326754,26.125,26.0,25.9375
2020-06-26T09:41:12.326897,26.125,25.9375,25.9375
2020-06-26T09:41:14.326775,26.125,25.9375,25.9375
2020-06-26T09:41:16.327022,26.1875,26.0,25.9375
2020-06-26T09:41:18.327042,26.125,26.0,25.9375
2020-06-26T09:41:20.327108,26.1875,26.0,25.9375
2020-06-26T09:41:22.326726,26.1875,26.0,25.9375
2020-06-26T09:41:24.327039,26.1875,26.0,25.9375
2020-06-26T09:41:26.326888,26.1875,26.0,25.9375
2020-06-26T09:41:28.326766,26.1875,26.0,26.0
2020-06-26T09:41:30.326891,26.1875,26.0,25.9375
2020-06-26T09:41:32.326720,26.1875,26.0,26.0
2020-06-26T09:41:34.326753,26.1875,26.0,26.0
2020-06-26T09:41:36.326589,26.1875,26.0,26.0
2020-06-26T09:41:38.326654,26.1875,26.0,26.0
2020-06-26T09:41:40.326894,26.1875,26.0,26.0
2020-06-26T09:41:42.327112,26.1875,26.0,26.0
2020-06-26T09:41:44.327013,26.1875,26.0625,26.0
2020-06-26T09:41:46.326850,26.25,26.0,26.0
2020-06-26T09:41:48.326664,26.1875,26.0625,26.0
2020-06-26T09:41:50.326670,26.25,26.0625,26.0
2020-06-26T09:41:52.326603,26.25,26.0625,26.0625
2020-06-26T09:41:54.326742,26.1875,26.0625,26.0625
2020-06-26T09:41:56.326917,26.25,26.0625,26.0625
2020-06-26T09:41:58.326733,26.25,26.0625,26.0625
2020-06-26T09:42:00.326891,26.25,26.0625,26.0625
2020-06-26T09:42:02.326786,26.25,26.0625,26.0625
2020-06-26T09:42:04.326913,26.25,26.0625,26.0625
2020-06-26T09:42:06.326752,26.25,26.0625,26.0625
2020-06-26T09:42:08.326710,26.25,26.0625,26.0625
2020-06-26T09:42:10.326691,26.25,26.0625,26.0625
2020-06-26T09:42:12.326879,26.25,26.0625,26.0625
2020-06-26T09:42:14.326759,26.25,26.0625,26.0625
2020-06-26T09:42:16.327014,26.3125,26.0625,26.0625
2020-06-26T09:42:18.326890,26.25,26.0625,26.0625
2020-06-26T09:42:20.326987,26.3125,26.125,26.0625
2020-06-26T09:42:22.326776,26.3125,26.125,26.0625
2020-06-26T09:42:24.327004,26.3125,26.125,26.0625
2020-06-26T09:42:26.326803,26.3125,26.125,26.125
2020-06-26T09:42:28.326718,26.25,26.125,26.0625
2020-06-26T09:42:30.326925,26.3125,26.125,26.0625
2020-06-26T09:42:32.326762,26.3125,26.125,26.125
2020-06-26T09:42:34.326895,26.3125,26.125,26.125
2020-06-26T09:42:36.326890,26.3125,26.125,26.125
2020-06-26T09:42:38.326913,26.3125,26.125,26.125
2020-06-26T09:42:40.326646,26.3125,26.125,26.125
2020-06-26T09:42:42.326830,26.3125,26.125,26.125
2020-06-26T09:42:44.326680,26.3125,26.125,26.125
2020-06-26T09:42:46.326903,26.3125,26.1875,26.125
2020-06-26T09:42:48.327049,26.3125,26.1875,26.125
2020-06-26T09:42:50.327060,26.3125,26.125,26.125
2020-06-26T09:42:52.326725,26.3125,26.125,26.125
2020-06-26T09:42:54.326781,26.3125,26.125,26.125
2020-06-26T09:42:56.326620,26.375,26.1875,26.125
2020-06-26T09:42:58.326798,26.3125,26.1875,26.125
2020-06-26T09:43:00.326874,26.3125,26.1875,26.125
2020-06-26T09:43:02.326650,26.375,26.1875,26.1875
2020-06-26T09:43:04.326923,26.375,26.1875,26.1875
2020-06-26T09:43:06.326804,26.375,26.1875,26.1875
2020-06-26T09:43:08.326758,26.375,26.1875,26.1875
2020-06-26T09:43:10.326898,26.375,26.1875,26.1875
2020-06-26T09:43:12.326763,26.375,26.1875,26.1875
2020-06-26T09:43:14.326722,26.375,26.1875,26.1875
2020-06-26T09:43:16.326598,26.375,26.1875,26.1875
2020-06-26T09:43:18.326742,26.375,26.1875,26.1875
2020-06-26T09:43:20.326727,26.4375,26.1875,26.1875
2020-06-26T09:43:22.327001,26.375,26.25,26.1875
2020-06-26T09:43:24.326963,26.375,26.1875,26.1875
2020-06-26T09:43:26.327462,26.4375,26.1875,26.1875
2020-06-26T09:43:28.327094,26.375,26.25,26.1875
2020-06-26T09:43:30.326722,26.375,26.25,26.1875
2020-06-26T09:43:32.326913,26.375,26.25,26.25
2020-06-26T09:43:34.326619,26.4375,26.25,26.1875
2020-06-26T09:43:36.326794,26.4375,26.25,26.1875
2020-06-26T09:43:38.326973,26.4375,26.25,26.25
2020-06-26T09:43:40.326958,26.4375,26.25,26.1875
2020-06-26T09:43:42.326977,26.4375,26.25,26.25
2020-06-26T09:43:44.326764,26.4375,26.25,26.25
2020-06-26T09:43:46.326779,26.4375,26.25,26.25
2020-06-26T09:43:48.326773,26.4375,26.25,26.25
2020-06-26T09:43:50.326874,26.4375,26.25,26.25
2020-06-26T09:43:52.326800,26.4375,26.25,26.25
2020-06-26T09:43:54.327047,26.4375,26.25,26.25
2020-06-26T09:43:56.338222,26.4375,26.25,26.25
2020-06-26T09:43:58.327430,26.4375,26.25,26.25
2020-06-26T09:44:00.326890,26.4375,26.25,26.25
2020-06-26T09:44:02.326791,26.5,26.25,26.25
2020-06-26T09:44:04.326939,26.4375,26.3125,26.25
2020-06-26T09:44:06.326729,26.5,26.3125,26.25
2020-06-26T09:44:08.326891,26.5,26.3125,26.3125
2020-06-26T09:44:10.326755,26.5,26.3125,26.3125
2020-06-26T09:44:12.326946,26.5,26.3125,26.25
2020-06-26T09:44:14.326814,26.5,26.3125,26.25
2020-06-26T09:44:16.326961,26.5,26.3125,26.25
2020-06-26T09:44:18.326826,26.5,26.3125,26.3125
2020-06-26T09:44:20.326909,26.5,26.3125,26.3125
2020-06-26T09:44:22.326774,26.5,26.3125,26.3125
2020-06-26T09:44:24.326867,26.5,26.3125,26.3125
2020-06-26T09:44:26.326675,26.5,26.3125,26.3125
2020-06-26T09:44:28.326956,26.5,26.3125,26.3125
2020-06-26T09:44:30.326901,26.5625,26.3125,26.3125
2020-06-26T09:44:32.326640,26.5625,26.3125,26.3125
2020-06-26T09:44:34.326812,26.5625,26.3125,26.3125
2020-06-26T09:44:36.326904,26.5625,26.375,26.3125
2020-06-26T09:44:38.326945,26.5625,26.375,26.3125
2020-06-26T09:44:40.326787,26.5625,26.375,26.3125
2020-06-26T09:44:42.326964,26.5,26.375,26.3125
2020-06-26T09:44:44.326907,26.5625,26.375,26.375
2020-06-26T09:44:46.326964,26.5625,26.375,26.3125
2020-06-26T09:44:48.326691,26.5625,26.375,26.375
2020-06-26T09:44:50.326802,26.5625,26.375,26.375
2020-06-26T09:44:52.326598,26.5625,26.375,26.375
2020-06-26T09:44:54.326727,26.5625,26.375,26.375
2020-06-26T09:44:56.326828,26.5625,26.375,26.375
2020-06-26T09:44:58.326645,26.5625,26.375,26.375
2020-06-26T09:45:00.326926,26.5625,26.375,26.375
2020-06-26T09:45:02.326930,26.5625,26.375,26.375
2020-06-26T09:45:04.326857,26.5625,26.375,26.375
2020-06-26T09:45:06.326959,26.5625,26.375,26.375
2020-06-26T09:45:08.326630,26.5625,26.375,26.375
2020-06-26T09:45:10.326529,26.5625,26.375,26.375
2020-06-26T09:45:12.326438,26.5625,26.375,26.375
2020-06-26T09:45:14.326611,26.625,26.4375,26.375
2020-06-26T09:45:16.326512,26.625,26.4375,26.375
2020-06-26T09:45:18.326429,26.625,26.4375,26.375
2020-06-26T09:45:20.326508,26.625,26.4375,26.4375
2020-06-26T09:45:22.326526,26.625,26.4375,26.375
2020-06-26T09:45:24.326611,26.625,26.4375,26.375
2020-06-26T09:45:26.326626,26.625,26.4375,26.4375
2020-06-26T09:45:28.326499,26.625,26.4375,26.375
2020-06-26T09:45:30.326429,26.625,26.4375,26.4375
2020-06-26T09:45:32.326521,26.625,26.4375,26.4375
2020-06-26T09:45:34.326491,26.625,26.4375,26.4375
2020-06-26T09:45:36.326576,26.625,26.4375,26.4375
2020-06-26T09:45:38.326697,26.625,26.4375,26.375
2020-06-26T09:45:40.326453,26.5625,26.4375,26.375
2020-06-26T09:45:42.326628,26.5625,26.375,26.375
2020-06-26T09:45:44.326628,26.5625,26.375,26.375
2020-06-26T09:45:46.327027,26.5625,26.375,26.375
2020-06-26T09:45:48.326948,26.5625,26.375,26.375
2020-06-26T09:45:50.326342,26.5625,26.375,26.375
2020-06-26T09:45:52.326881,26.5625,26.375,26.375
2020-06-26T09:45:54.326598,26.5,26.375,26.375
2020-06-26T09:45:56.326457,26.5625,26.375,26.375
2020-06-26T09:45:58.326540,26.5625,26.375,26.375
2020-06-26T09:46:00.326653,26.5625,26.375,26.375
2020-06-26T09:46:02.326603,26.5625,26.375,26.375
2020-06-26T09:46:04.326674,26.5625,26.375,26.375
2020-06-26T09:46:06.326633,26.5625,26.375,26.375
2020-06-26T09:46:08.326428,26.5,26.375,26.375
2020-06-26T09:46:10.326503,26.5625,26.375,26.375
2020-06-26T09:46:12.326528,26.5,26.375,26.375
2020-06-26T09:46:14.326634,26.5625,26.375,26.375
2020-06-26T09:46:16.326431,26.5625,26.375,26.375
2020-06-26T09:46:18.326670,26.5625,26.375,26.375
2020-06-26T09:46:20.326341,26.5625,26.375,26.375
2020-06-26T09:46:22.326461,26.5625,26.375,26.375
2020-06-26T09:46:24.326631,26.5625,26.375,26.375
2020-06-26T09:46:26.326623,26.5625,26.375,26.375
2020-06-26T09:46:28.326482,26.5625,26.375,26.375
2020-06-26T09:46:30.326603,26.5625,26.4375,26.375
2020-06-26T09:46:32.326556,26.5625,26.4375,26.375
2020-06-26T09:46:34.326606,26.625,26.375,26.375
2020-06-26T09:46:36.326655,26.5625,26.375,26.375
2020-06-26T09:46:38.326623,26.5625,26.4375,26.375
2020-06-26T09:46:40.326589,26.625,26.4375,26.4375
2020-06-26T09:46:42.326578,26.5625,26.4375,26.375
2020-06-26T09:46:44.326580,26.625,26.4375,26.4375
2020-06-26T09:46:46.326455,26.625,26.4375,26.375
2020-06-26T09:46:48.326429,26.5625,26.4375,26.375
2020-06-26T09:46:50.326560,26.625,26.4375,26.4375
2020-06-26T09:46:52.326484,26.5625,26.4375,26.4375
2020-06-26T09:46:54.326527,26.625,26.4375,26.4375
2020-06-26T09:46:56.326639,26.625,26.4375,26.4375
2020-06-26T09:46:58.326612,26.625,26.4375,26.4375
2020-06-26T09:47:00.326500,26.625,26.4375,26.4375
2020-06-26T09:47:02.326404,26.625,26.4375,26.4375
2020-06-26T09:47:04.326644,26.625,26.4375,26.4375
2020-06-26T09:47:06.326591,26.625,26.4375,26.4375
2020-06-26T09:47:08.326282,26.625,26.4375,26.4375
2020-06-26T09:47:10.326549,26.625,26.4375,26.4375
2020-06-26T09:47:12.326481,26.625,26.4375,26.4375
2020-06-26T09:47:14.326376,26.6875,26.4375,26.4375
2020-06-26T09:47:16.326549,26.625,26.4375,26.4375
2020-06-26T09:47:18.326529,26.625,26.5,26.4375
2020-06-26T09:47:20.326579,26.625,26.5,26.4375
2020-06-26T09:47:22.326667,26.625,26.4375,26.4375
2020-06-26T09:47:24.326573,26.6875,26.5,26.4375
2020-06-26T09:47:26.326523,26.625,26.4375,26.4375
2020-06-26T09:47:28.326596,26.6875,26.5,26.4375
2020-06-26T09:47:30.326527,26.6875,26.5,26.4375
2020-06-26T09:47:32.326498,26.625,26.5,26.4375
2020-06-26T09:47:34.326599,26.6875,26.5,26.4375
2020-06-26T09:47:36.326490,26.625,26.5,26.4375
2020-06-26T09:47:38.326425,26.625,26.5,26.4375
2020-06-26T09:47:40.326466,26.625,26.5,26.4375
2020-06-26T09:47:42.326527,26.6875,26.5,26.4375
2020-06-26T09:47:44.326650,26.6875,26.5,26.4375
2020-06-26T09:47:46.327111,26.6875,26.5,26.4375
2020-06-26T09:47:48.326513,26.6875,26.4375,26.4375
2020-06-26T09:47:50.326477,26.625,26.5,26.4375
2020-06-26T09:47:52.326494,26.6875,26.5,26.4375
2020-06-26T09:47:54.326430,26.625,26.5,26.4375
2020-06-26T09:47:56.326458,26.6875,26.5,26.4375
2020-06-26T09:47:58.326554,26.6875,26.5,26.4375
2020-06-26T09:48:00.326621,26.625,26.5,26.4375
2020-06-26T09:48:02.326529,26.6875,26.5,26.4375
2020-06-26T09:48:04.326476,26.6875,26.5,26.5
2020-06-26T09:48:06.326878,26.6875,26.5,26.4375
2020-06-26T09:48:08.326773,26.625,26.5,26.4375
2020-06-26T09:48:10.326395,26.6875,26.5,26.4375
2020-06-26T09:48:12.326522,26.625,26.5,26.4375
2020-06-26T09:48:14.326462,26.625,26.5,26.4375
2020-06-26T09:48:16.326540,26.625,26.5,26.4375
2020-06-26T09:48:18.326623,26.625,26.5,26.4375
2020-06-26T09:48:20.326644,26.625,26.4375,26.4375
2020-06-26T09:48:22.326604,26.6875,26.5,26.4375
2020-06-26T09:48:24.326633,26.625,26.4375,26.4375
2020-06-26T09:48:26.326616,26.625,26.4375,26.4375
2020-06-26T09:48:28.326570,26.625,26.4375,26.4375
2020-06-26T09:48:30.326517,26.625,26.4375,26.4375
2020-06-26T09:48:32.326409,26.625,26.4375,26.4375
2020-06-26T09:48:34.326524,26.625,26.4375,26.4375
2020-06-26T09:48:36.326648,26.625,26.4375,26.4375
2020-06-26T09:48:38.326499,26.625,26.4375,26.4375
2020-06-26T09:48:40.326690,26.625,26.4375,26.4375
2020-06-26T09:48:42.326533,26.625,26.4375,26.4375
2020-06-26T09:48:44.326697,26.625,26.4375,26.4375
2020-06-26T09:48:46.326356,26.625,26.4375,26.4375
2020-06-26T09:48:48.326392,26.5625,26.4375,26.4375
2020-06-26T09:48:50.326485,26.5625,26.4375,26.4375
2020-06-26T09:48:52.326617,26.625,26.4375,26.4375
2020-06-26T09:48:54.326595,26.5625,26.375,26.375
2020-06-26T09:48:56.326588,26.5625,26.375,26.4375
2020-06-26T09:48:58.326517,26.5625,26.375,26.375
2020-06-26T09:49:00.326566,26.5625,26.375,26.4375
2020-06-26T09:49:02.326524,26.5625,26.375,26.375
2020-06-26T09:49:04.326602,26.5625,26.375,26.375
2020-06-26T09:49:06.326664,26.5625,26.3125,26.375
2020-06-26T09:49:08.326459,26.5625,26.3125,26.375
2020-06-26T09:49:12.325388,26.4375,26.3125,26.3125
2020-06-26T09:49:14.326616,26.4375,26.3125,26.3125
2020-06-26T09:49:16.326595,26.4375,26.25,26.3125
2020-06-26T09:49:18.326586,26.4375,26.25,26.25
2020-06-26T09:49:20.326626,26.4375,26.25,26.25
2020-06-26T09:49:22.326511,26.4375,26.25,26.25
2020-06-26T09:49:24.326457,26.375,26.1875,26.25
2020-06-26T09:49:26.326526,26.375,26.1875,26.1875
2020-06-26T09:49:28.326551,26.375,26.1875,26.1875
2020-06-26T09:49:30.326614,26.3125,26.125,26.1875
2020-06-26T09:49:32.326461,26.3125,26.125,26.125
2020-06-26T09:49:34.326482,26.3125,26.125,26.125
2020-06-26T09:49:36.326586,26.25,26.0625,26.125
2020-06-26T09:49:38.326539,26.25,26.0625,26.0625
2020-06-26T09:49:40.326570,26.1875,26.0,26.0625
2020-06-26T09:49:42.326437,26.1875,26.0,26.0625
2020-06-26T09:49:44.326392,26.125,25.9375,26.0
2020-06-26T09:49:46.326573,26.125,25.9375,26.0
2020-06-26T09:49:48.326489,26.0625,25.9375,25.9375
2020-06-26T09:49:50.326349,26.0625,25.875,25.9375
2020-06-26T09:49:52.326467,26.0625,25.8125,25.875
2020-06-26T09:49:54.326595,26.0,25.8125,25.875
2020-06-26T09:49:56.326493,25.9375,25.75,25.8125
2020-06-26T09:49:58.326462,25.875,25.75,25.8125
2020-06-26T09:50:00.326628,25.875,25.6875,25.75
2020-06-26T09:50:02.326498,25.8125,25.625,25.6875
2020-06-26T09:50:04.326486,25.75,25.5625,25.6875
2020-06-26T09:50:06.326610,25.75,25.5625,25.625
2020-06-26T09:50:08.326476,25.6875,25.5625,25.5625
2020-06-26T09:50:10.326415,25.625,25.4375,25.5625
2020-06-26T09:50:12.326612,25.5625,25.375,25.5
2020-06-26T09:50:14.326522,25.5,25.3125,25.4375
2020-06-26T09:50:16.326371,25.4375,25.25,25.375
2020-06-26T09:50:18.326514,25.375,25.1875,25.3125
2020-06-26T09:50:20.326675,25.3125,25.125,25.25
2020-06-26T09:50:22.326636,25.25,25.0625,25.1875
2020-06-26T09:50:24.326585,25.1875,25.0,25.125
2020-06-26T09:50:26.326893,25.0625,24.9375,25.0625
2020-06-26T09:50:28.326810,25.0,24.875,25.0
2020-06-26T09:50:30.326285,24.9375,24.8125,24.9375
2020-06-26T09:50:32.326910,24.875,24.75,24.875
2020-06-26T09:50:34.326590,24.8125,24.625,24.8125
2020-06-26T09:50:36.326580,24.6875,24.5625,24.75
2020-06-26T09:50:38.326577,24.6875,24.5,24.625
2020-06-26T09:50:40.326600,24.5625,24.4375,24.625
2020-06-26T09:50:42.326525,24.5,24.3125,24.5
2020-06-26T09:50:44.326620,24.4375,24.25,24.4375
2020-06-26T09:50:46.326725,24.3125,24.1875,24.375
2020-06-26T09:50:48.326606,24.25,24.0625,24.25
2020-06-26T09:50:50.326542,24.1875,24.0,24.1875
2020-06-26T09:50:52.326435,24.0625,23.9375,24.125
2020-06-26T09:50:54.326395,23.9375,23.8125,24.125
2020-06-26T09:50:56.326498,23.9375,23.75,23.9375
2020-06-26T09:50:58.326577,23.8125,23.625,23.875
2020-06-26T09:51:00.326614,23.6875,23.5625,23.8125
2020-06-26T09:51:02.327918,23.625,23.4375,23.6875
2020-06-26T09:51:04.327839,23.5,23.375,23.625
2020-06-26T09:51:06.326367,23.4375,23.3125,23.5625
2020-06-26T09:51:08.326433,23.375,23.1875,23.4375
2020-06-26T09:51:10.326534,23.25,23.125,23.375
2020-06-26T09:51:12.326518,23.1875,23.0625,23.3125
2020-06-26T09:51:14.326484,23.0625,22.9375,23.1875
2020-06-26T09:51:16.326558,23.0,22.8125,23.125
2020-06-26T09:51:18.326571,22.9375,22.75,23.0
2020-06-26T09:51:20.326557,22.8125,22.6875,22.9375
2020-06-26T09:51:22.326427,22.75,22.625,22.875
2020-06-26T09:51:24.326508,22.625,22.5,22.75
2020-06-26T09:51:26.326653,22.5625,22.4375,22.6875
2020-06-26T09:51:28.326590,22.5,22.3125,22.5625
2020-06-26T09:51:30.326448,22.375,22.25,22.5
2020-06-26T09:51:32.326427,22.3125,22.1875,22.4375
2020-06-26T09:51:34.326535,22.25,22.0625,22.3125
2020-06-26T09:51:36.326553,22.125,22.0,22.25
2020-06-26T09:51:38.326607,22.0625,21.875,22.125
2020-06-26T09:51:40.326543,21.9375,21.8125,22.0625
2020-06-26T09:51:42.326416,21.875,21.6875,22.0
2020-06-26T09:51:44.326597,21.75,21.625,21.875
2020-06-26T09:51:46.326668,21.6875,21.5,21.8125
2020-06-26T09:51:48.326578,21.5625,21.4375,21.75
2020-06-26T09:51:50.326475,21.5,21.3125,21.625
2020-06-26T09:51:52.326389,21.375,21.25,21.5625
2020-06-26T09:51:54.326517,21.3125,21.125,21.4375
2020-06-26T09:51:56.326516,21.1875,21.0625,21.375
2020-06-26T09:51:58.326399,21.0625,20.9375,21.25
2020-06-26T09:52:00.326450,21.0,20.875,21.1875
2020-06-26T09:52:02.326897,20.875,20.75,21.0625
2020-06-26T09:52:04.326829,20.8125,20.6875,21.0
2020-06-26T09:52:06.326518,20.6875,20.5625,20.875
2020-06-26T09:52:08.326653,20.625,20.4375,20.8125
2020-06-26T09:52:10.326393,20.5,20.375,20.6875
2020-06-26T09:52:12.326403,20.4375,20.25,20.625
2020-06-26T09:52:14.326412,20.3125,20.1875,20.5
2020-06-26T09:52:16.326380,20.1875,20.0625,20.375
2020-06-26T09:52:18.326601,20.0625,20.0,20.3125
2020-06-26T09:52:20.326618,19.9375,19.875,20.1875
2020-06-26T09:52:22.326449,19.875,19.8125,20.0625
2020-06-26T09:52:24.326511,19.75,19.6875,20.0
2020-06-26T09:52:26.326458,19.6875,19.5625,19.9375
2020-06-26T09:52:28.326415,19.5625,19.5,19.8125
2020-06-26T09:52:30.326389,19.4375,19.375,19.6875
2020-06-26T09:52:32.326488,19.375,19.3125,19.625
2020-06-26T09:52:34.326496,19.25,19.1875,19.5
